satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,investment,reward,sanity,experience,efficiency
0.86,0.93,2,260,2,0,0,0,3,0,520,0,42.5804679273,4,0.00769230769231
0.31,0.38,3,173,2,0,0,0,2,0,519,0,29.7045418471,6,0.0173410404624
0.55,0.59,4,230,3,0,0,0,2,0,920,0,42.4867057727,12,0.0173913043478
0.1,0.81,6,290,4,0,1,0,1,1,1740,1,1.07619247017,24,0.0206896551724
0.75,0.99,5,254,5,0,1,0,4,0,1270,0,5.97918560075,25,0.0196850393701
0.88,0.57,4,261,4,0,0,0,2,0,1044,0,18.9466470482,16,0.0153256704981
0.95,0.56,5,194,2,0,0,0,4,2,970,2,33.5732240625,10,0.0257731958763
0.59,0.77,3,272,8,0,0,0,9,2,816,2,210.039630119,24,0.0110294117647
0.36,0.49,2,145,3,0,1,0,2,1,290,1,7.05679683689,6,0.0137931034483
0.54,0.69,3,141,4,0,0,0,4,0,423,0,16.4464901695,12,0.0212765957447
0.72,1.0,4,169,3,0,1,0,4,1,676,1,612.099644128,12,0.0236686390533
0.78,0.99,4,255,6,0,1,0,4,0,1020,0,21.019815309,24,0.0156862745098
0.18,0.73,6,231,4,0,0,0,4,0,1386,0,2.73369628171,24,0.025974025974
0.77,0.61,5,146,3,0,0,0,3,0,730,0,885000.0,15,0.0342465753425
0.58,0.75,4,253,2,0,0,0,4,0,1012,0,19.727806218,8,0.0158102766798
0.87,0.94,4,274,5,0,1,0,6,0,1096,0,13.8837330166,20,0.014598540146
0.88,0.74,5,245,2,0,0,0,4,1,1225,1,7.64174833446,10,0.0204081632653
0.56,0.48,5,192,2,1,0,0,2,1,960,1,14.6171432855,10,0.0260416666667
0.44,0.41,3,125,7,0,0,0,4,1,375,1,11.4908591811,21,0.024
0.67,0.52,2,152,5,0,0,0,2,1,304,1,9.24562355364,10,0.0131578947368
0.1,0.93,6,253,4,0,1,0,6,1,1518,1,1.76700582469,24,0.0237154150198
0.89,0.96,4,219,6,0,1,0,7,1,876,1,87.4595094863,24,0.0182648401826
0.23,0.66,4,212,4,1,0,0,1,0,848,0,43.4260697642,16,0.0188679245283
0.31,0.61,4,97,2,0,0,0,3,0,388,0,11.265716104,8,0.0412371134021
0.4,0.47,2,144,3,1,1,0,4,0,288,0,3.59930481998,6,0.0138888888889
0.67,0.54,2,136,2,0,0,0,8,1,272,1,7.99616949964,4,0.0147058823529
0.58,0.91,5,185,2,0,0,0,3,0,925,0,41.1276257907,10,0.027027027027
0.54,0.81,4,257,2,0,0,0,3,0,1028,0,17.2255654236,8,0.0155642023346
0.35,0.6,5,239,5,0,0,0,3,1,1195,1,6.21670035965,25,0.0209205020921
0.56,0.99,4,230,3,0,0,0,4,2,920,2,42.7608135519,12,0.0173913043478
0.36,0.48,2,136,3,0,1,0,3,0,272,0,6.51185061049,6,0.0147058823529
0.91,0.66,5,212,3,0,0,0,3,0,1060,0,17.4330516055,15,0.0235849056604
0.73,0.74,3,254,4,1,0,0,5,1,762,1,793.577981651,12,0.011811023622
0.71,0.59,4,143,2,0,0,0,0,1,572,1,69.3711967546,8,0.027972027972
0.5,0.5,4,184,3,0,0,0,3,2,736,2,30000.0,12,0.0217391304348
0.44,0.52,2,137,3,0,1,0,2,1,274,1,6.95564808285,6,0.014598540146
0.76,0.9,5,142,3,0,0,0,5,0,710,0,4861.87845304,15,0.0352112676056
0.11,0.8,7,296,4,0,1,0,4,0,2072,0,0.615418734233,28,0.0236486486486
0.18,0.73,5,228,5,0,0,0,3,0,1140,0,6.98547258498,25,0.0219298245614
0.5,0.59,3,260,3,0,0,0,6,1,780,1,576.479631053,9,0.0115384615385
0.81,0.8,4,227,2,1,0,0,4,0,908,0,28.2441795144,8,0.0176211453744
0.69,0.69,5,160,3,0,0,0,6,1,800,1,335.184450615,15,0.03125
0.11,0.87,6,257,4,0,1,0,3,1,1542,1,1.67935004614,24,0.0233463035019
0.67,0.5,4,173,2,1,0,0,3,2,692,2,609.489051095,8,0.0231213872832
0.7,0.66,3,151,2,0,0,0,8,0,453,0,22.3164472216,6,0.0198675496689
0.45,0.68,4,212,4,1,1,0,4,0,848,0,51.1933342748,16,0.0188679245283
0.48,0.76,5,236,2,0,0,0,4,0,1180,0,7.27623130549,10,0.021186440678
0.72,0.58,4,255,2,0,0,0,8,2,1020,2,20.3112822087,8,0.0156862745098
0.64,0.85,5,179,2,0,0,0,4,0,895,0,59.5130093987,10,0.0279329608939
0.38,0.49,2,132,3,0,1,0,3,0,264,0,6.38221120494,6,0.0151515151515
0.74,0.92,5,193,3,0,0,0,4,0,965,0,31.2404617843,15,0.0259067357513
0.82,0.93,4,248,5,0,1,0,7,1,992,1,26.3119849646,20,0.0161290322581
0.91,0.7,3,132,4,0,0,0,4,1,396,1,17.2242763099,12,0.0227272727273
0.82,0.87,3,206,2,0,0,0,3,0,618,0,147.70329492,6,0.0145631067961
0.58,0.79,5,262,2,0,0,0,4,2,1310,2,4.68062163395,10,0.0190839694656
0.86,0.82,4,212,2,0,0,0,7,1,848,1,131.337381726,8,0.0188679245283
0.49,0.89,4,201,8,0,0,0,4,1,804,1,264.841805901,32,0.0199004975124
0.52,0.8,5,257,3,0,0,0,3,1,1285,1,4.9169138602,15,0.0194552529183
1.0,0.73,3,245,2,1,0,0,7,0,735,0,27027.027027,6,0.0122448979592
0.73,1.0,4,252,5,0,1,0,2,1,1008,1,22.2245060507,20,0.015873015873
0.57,0.53,3,162,3,0,0,0,3,0,486,0,26.5876375953,9,0.0185185185185
0.46,0.54,3,183,4,0,0,0,2,1,549,1,45.0603376439,12,0.016393442623
0.65,0.63,4,143,8,0,0,0,9,1,572,1,66.9371196755,32,0.027972027972
0.63,0.64,4,178,3,0,0,0,7,0,712,0,5620.68965517,12,0.0224719101124
0.22,0.86,4,293,3,0,1,0,5,0,1172,0,6.21656050955,12,0.0136518771331
0.78,0.8,4,197,3,1,0,0,2,0,788,0,255.600229753,12,0.0203045685279
0.59,0.94,5,157,7,1,0,0,9,1,785,1,253.426840931,35,0.031847133758
0.64,0.85,3,213,4,0,0,0,2,1,639,1,202.444142698,12,0.0140845070423
0.11,0.95,6,279,4,0,1,0,2,0,1674,0,1.24296493047,24,0.0215053763441
0.93,0.71,5,270,2,0,0,0,2,2,1350,2,5.00464161061,10,0.0185185185185
0.81,0.73,4,258,2,0,0,0,2,0,1032,0,19.7146280362,8,0.015503875969
0.48,0.82,3,183,2,0,0,0,0,0,549,0,45.6776025431,6,0.016393442623
0.8,0.97,4,218,5,1,1,0,3,1,872,1,44.0097799511,20,0.0183486238532
0.64,0.9,5,279,5,0,0,0,9,1,1395,1,3.697382749,25,0.0179211469534
0.14,0.62,4,158,4,1,1,0,2,0,632,0,60.5738575983,16,0.0253164556962
0.55,0.97,4,162,3,0,0,0,8,0,648,0,236.208473027,12,0.0246913580247
0.44,0.53,2,140,3,0,1,0,4,0,280,0,7.14278628188,6,0.0142857142857
0.23,0.88,5,156,4,0,0,0,4,0,780,0,472.713297463,20,0.0320512820513
0.93,0.6,4,184,3,0,0,0,4,1,736,1,38600.0,12,0.0217391304348
0.1,0.89,6,259,5,0,1,0,6,1,1554,1,1.61615924164,30,0.023166023166
0.41,0.49,2,130,3,0,1,0,5,0,260,0,6.41019812513,6,0.0153846153846
0.79,0.5,4,252,3,1,0,0,0,1,1008,1,11.497649084,12,0.015873015873
0.55,0.69,3,225,2,0,0,0,4,1,675,1,531.367843675,6,0.0133333333333
0.71,0.95,3,251,3,0,0,0,3,0,753,0,2963.60485269,9,0.0119521912351
0.97,0.63,4,151,3,0,0,1,9,1,604,2,126.071931396,12,0.0264900662252
0.67,0.85,3,160,4,0,0,0,0,1,480,1,26.9346150124,12,0.01875
0.46,0.46,2,154,3,0,1,0,1,1,308,1,8.23732523894,6,0.012987012987
0.93,0.95,5,176,6,0,0,1,1,1,880,2,84.6416980967,30,0.0284090909091
0.73,0.93,5,167,3,0,0,0,0,0,835,0,153.955682122,15,0.0299401197605
0.95,0.93,3,209,2,0,0,0,2,0,627,0,187.409899087,6,0.0143540669856
0.09,0.95,7,256,4,0,1,0,5,1,1792,1,0.964627379488,28,0.02734375
0.69,0.9,5,103,5,0,0,0,7,0,515,0,36.9019804791,25,0.0485436893204
0.88,0.96,5,173,4,0,0,0,1,1,865,1,101.638103476,20,0.028901734104
0.75,0.5,4,155,2,1,0,0,0,0,620,0,73.6408012119,8,0.0258064516129
0.76,0.84,5,137,4,0,0,0,6,2,685,2,908.621579763,20,0.036496350365
0.11,0.86,6,308,4,0,1,0,6,0,1848,0,0.88646676708,24,0.0194805194805
0.61,0.62,4,269,4,0,0,0,1,1,1076,1,13.3709824765,16,0.0148698884758
0.42,0.54,2,156,3,0,1,0,4,1,312,1,8.16608200587,6,0.0128205128205
0.65,0.55,3,156,5,0,0,0,5,0,468,0,24.2212501101,15,0.0192307692308
0.52,0.55,5,174,3,1,0,0,4,1,870,1,38.2255306307,15,0.0287356321839
0.27,0.47,5,217,6,0,0,0,1,1,1085,1,10.0207516353,30,0.0230414746544
0.23,0.51,6,194,4,1,0,0,8,1,1164,1,3.25008191263,24,0.0309278350515
0.69,0.68,3,151,3,1,0,0,3,0,453,0,11.0925870013,9,0.0198675496689
0.88,0.62,4,221,2,0,0,0,8,0,884,0,78.2485640556,8,0.0180995475113
0.31,0.86,3,266,7,0,0,0,4,0,798,0,275.09449811,21,0.0112781954887
0.75,0.64,3,195,3,0,0,0,4,2,585,2,84.390220379,9,0.0153846153846
0.58,0.8,4,113,3,0,0,0,6,1,452,1,20.5916851297,12,0.0353982300885
0.52,0.39,6,246,4,0,0,0,4,1,1476,1,2.72396552033,24,0.0243902439024
0.56,0.97,3,270,3,1,0,0,2,1,810,1,118.866199329,9,0.0111111111111
0.27,0.69,2,177,5,0,0,0,8,0,354,0,9.03104689033,10,0.0112994350282
0.74,0.7,4,273,3,0,0,0,4,1,1092,1,13.2048265918,12,0.014652014652
0.68,0.51,4,176,4,1,0,0,4,0,704,0,1341.85303514,16,0.0227272727273
0.24,0.61,5,252,4,0,0,0,2,1,1260,1,4.39775572595,20,0.0198412698413
0.79,0.92,5,254,6,0,1,0,4,0,1270,0,6.1158527002,30,0.0196850393701
0.89,0.56,4,159,3,0,0,0,7,1,636,1,218.497109827,12,0.0251572327044
0.48,0.92,3,234,3,0,0,0,1,1,702,1,2027.39726027,9,0.0128205128205
0.77,0.52,4,216,3,0,0,0,4,1,864,1,97.1140129485,12,0.0185185185185
0.53,0.64,2,109,3,0,0,0,0,1,218,1,5.85933012155,6,0.0183486238532
0.87,0.74,4,207,3,0,0,0,6,0,828,0,190.777392369,12,0.0193236714976
0.89,0.95,4,275,5,0,1,0,2,1,1100,1,13.7312738844,20,0.0145454545455
0.37,0.52,2,157,3,0,1,0,4,0,314,0,7.95466422027,6,0.0127388535032
0.55,0.74,2,116,3,0,0,0,4,0,232,0,6.27504959313,6,0.0172413793103
0.43,0.52,2,158,3,0,1,0,4,1,316,1,8.38365480448,6,0.0126582278481
0.44,0.51,2,219,4,0,0,0,4,0,438,0,17.0047944073,8,0.00913242009132
0.85,0.68,3,272,2,1,0,0,3,1,816,1,122.192866579,6,0.0110294117647
0.5,0.59,3,192,2,0,0,0,4,0,576,0,64.0751815463,6,0.015625
0.65,0.37,3,170,6,0,0,0,6,0,510,0,34.4022351028,18,0.0176470588235
0.93,0.86,4,169,4,0,0,0,4,0,676,0,686.832740214,16,0.0236686390533
0.38,0.51,2,146,3,0,1,0,6,1,292,1,7.22626590564,6,0.013698630137
0.46,0.69,2,159,2,0,0,0,4,0,318,0,8.64304235091,4,0.0125786163522
0.92,0.87,4,226,6,1,1,0,2,1,904,1,31.3459152354,24,0.0176991150442
0.75,0.81,3,214,3,0,0,0,6,0,642,0,231.175693527,9,0.0140186915888
0.95,0.81,4,258,7,0,0,1,4,1,1032,2,21.2395163925,28,0.015503875969
0.85,0.59,2,264,2,0,0,0,3,0,528,0,45.7898123855,4,0.00757575757576
0.72,0.68,5,266,4,0,0,0,4,1,1330,1,4.76187839491,20,0.0187969924812
0.92,0.99,3,176,8,0,0,0,4,1,528,1,47.5223998812,24,0.0170454545455
0.13,0.94,4,213,5,1,0,0,0,0,852,0,37.3430270985,20,0.018779342723
0.35,0.58,3,103,3,0,0,0,0,0,309,0,7.65301784003,9,0.0291262135922
0.39,0.46,2,136,3,0,1,0,3,1,272,1,6.65549437395,6,0.0147058823529
0.63,0.9,4,245,3,0,0,0,2,0,980,0,25.8721945335,12,0.0163265306122
0.71,0.76,4,148,8,0,0,0,1,1,592,1,91.1028236548,32,0.027027027027
0.34,0.81,4,116,3,1,0,0,4,0,464,0,9.54062597898,12,0.0344827586207
0.4,0.46,2,143,3,0,1,0,2,2,286,2,7.13375796178,6,0.013986013986
0.63,0.98,4,187,3,0,0,0,9,2,748,2,4502.76243094,12,0.0213903743316
0.76,0.55,4,147,3,0,0,0,4,0,588,0,88.5222814606,12,0.0272108843537
0.44,0.46,2,143,3,0,1,0,6,0,286,0,7.33757961783,6,0.013986013986
0.58,1.0,4,220,10,0,0,0,5,1,880,1,69.2921673537,40,0.0181818181818
0.16,0.76,6,218,6,0,0,0,4,1,1308,1,3.46018696941,36,0.0275229357798
0.66,0.96,4,216,3,0,0,0,4,0,864,0,91.0786788105,12,0.0185185185185
0.87,1.0,4,224,5,0,1,0,2,1,896,1,67.0491215489,20,0.0178571428571
0.72,0.8,3,158,3,0,0,0,4,1,474,1,26.4509580783,9,0.0189873417722
0.44,0.51,2,145,3,0,1,0,3,0,290,0,7.47190253318,6,0.0137931034483
0.72,0.69,3,270,4,0,0,0,2,0,810,0,262.115208778,12,0.0111111111111
0.56,0.59,3,185,2,0,0,0,8,1,555,1,51.5242593388,6,0.0162162162162
0.37,0.45,2,149,3,0,1,0,4,0,298,0,7.37502826197,6,0.0134228187919
0.25,0.46,4,214,4,0,1,0,2,1,856,1,77.495350279,16,0.018691588785
0.09,0.96,6,259,4,0,1,0,3,0,1554,0,1.6014668849,24,0.023166023166
0.99,0.94,5,151,3,0,0,0,7,1,755,1,2939.43870015,15,0.0331125827815
0.6,0.91,4,185,3,1,0,0,7,0,740,0,6557.37704918,12,0.0216216216216
0.84,0.99,2,184,2,0,0,0,4,2,368,2,14.1188747871,4,0.0108695652174
0.61,0.86,4,153,5,0,0,0,6,1,612,1,117.604090577,20,0.0261437908497
0.93,0.7,5,231,7,0,0,1,4,2,1155,3,10.6349564959,35,0.021645021645
0.11,0.55,2,137,3,1,1,0,8,0,274,0,2.6808226986,6,0.014598540146
0.66,0.57,4,220,2,1,0,0,3,1,880,1,36.4003157618,8,0.0181818181818
0.83,0.99,4,223,5,0,1,0,1,1,892,1,68.8746706812,20,0.0179372197309
0.67,0.78,4,193,3,0,0,0,4,1,772,1,902.702702703,12,0.020725388601
0.76,0.56,4,137,3,0,0,0,6,0,548,0,53.7207740675,12,0.029197080292
0.74,0.99,5,263,5,0,1,0,8,0,1315,0,5.06702155231,25,0.0190114068441
0.1,0.94,7,281,4,0,1,0,2,1,1967,1,0.717713495297,28,0.0249110320285
0.52,0.99,3,136,3,0,0,0,4,1,408,1,14.7512664739,9,0.0220588235294
0.52,0.74,3,160,2,0,0,0,5,2,480,2,24.5153382149,6,0.01875
0.51,0.58,5,173,3,0,0,0,3,0,865,0,81.634859707,15,0.028901734104
0.88,0.63,3,273,3,1,0,0,8,0,819,0,116.0350574,9,0.010989010989
0.43,0.54,2,153,3,0,1,0,7,1,306,1,7.99195216006,6,0.0130718954248
0.87,0.86,3,196,4,0,0,0,4,0,588,0,94.0549240519,12,0.015306122449
0.9,0.7,3,274,3,0,0,0,3,1,822,1,219.653179191,9,0.0109489051095
0.8,0.56,2,204,3,0,0,0,4,2,408,2,17.4686050348,6,0.00980392156863
0.53,0.51,4,240,2,0,0,0,5,0,960,0,28.6720887523,8,0.0166666666667
0.76,0.85,4,135,3,0,0,0,1,1,540,1,49.2693578187,12,0.0296296296296
0.76,0.6,3,140,2,0,0,0,8,0,420,0,18.4327936156,6,0.0214285714286
0.32,0.37,3,167,3,0,0,0,1,1,501,1,25.3919399827,9,0.0179640718563
0.58,0.75,4,244,4,0,0,0,4,0,976,0,25.8973938699,16,0.016393442623
0.54,0.71,3,145,3,1,0,0,4,1,435,1,8.90822217337,9,0.0206896551724
0.58,0.49,2,107,3,0,0,0,2,1,214,1,5.95718368486,6,0.018691588785
0.1,0.94,6,287,4,0,1,0,2,1,1722,1,1.11556209117,24,0.0209059233449
0.89,0.51,3,249,3,0,0,0,8,1,747,1,5815.38461538,9,0.0120481927711
0.31,0.64,6,183,2,1,0,0,2,0,1098,0,4.81044638005,12,0.0327868852459
0.44,0.5,2,130,3,0,1,0,3,1,260,1,6.54658531928,6,0.0153846153846
0.97,0.65,3,219,2,0,0,0,2,0,657,0,379.942140791,6,0.013698630137
0.56,0.41,5,152,3,0,0,0,4,1,760,1,1621.62162162,15,0.0328947368421
0.83,0.5,6,165,3,0,0,0,9,1,990,1,26.8635683039,18,0.0363636363636
0.22,0.64,3,193,2,0,0,0,2,0,579,0,54.2198124528,6,0.0155440414508
0.1,0.92,7,253,4,1,1,0,3,0,1771,0,0.506555285904,28,0.0276679841897
0.8,0.64,5,204,2,0,0,0,3,0,1020,0,21.2559930091,10,0.0245098039216
0.58,0.59,3,207,7,0,0,1,9,1,621,2,135.447921132,21,0.0144927536232
0.62,0.49,4,174,3,0,0,0,2,0,696,0,1486.23853211,12,0.0229885057471
0.78,0.82,4,142,2,1,0,0,4,0,568,0,34.3337705424,8,0.0281690140845
0.84,0.86,5,268,5,0,1,0,5,1,1340,1,4.92872105046,25,0.0186567164179
0.11,0.94,6,266,4,0,1,0,3,0,1596,0,1.47667256449,24,0.0225563909774
0.61,0.96,3,214,2,0,0,0,6,1,642,1,212.681638045,6,0.0140186915888
0.57,0.99,4,222,2,0,0,0,3,1,888,1,62.0995174432,8,0.018018018018
0.49,0.58,5,246,3,1,0,0,4,1,1230,1,2.96810383981,15,0.020325203252
0.17,0.93,5,183,5,0,0,0,1,2,915,2,33.8179610949,25,0.0273224043716
0.56,0.86,4,137,2,1,0,0,8,2,548,2,23.8080703254,8,0.029197080292
0.45,0.54,2,154,3,0,1,0,5,0,308,0,8.18090520306,6,0.012987012987
0.69,0.8,5,215,3,0,0,0,4,0,1075,0,14.1166250407,15,0.0232558139535
0.94,0.61,3,140,2,0,0,0,3,1,420,1,20.3179656899,6,0.0214285714286
0.52,0.38,2,103,3,0,0,0,3,1,206,1,5.55697729682,6,0.0194174757282
0.57,1.0,4,227,10,0,0,0,2,0,908,0,48.9981898758,40,0.0176211453744
0.57,0.59,4,158,3,0,0,0,5,1,632,1,166.843783209,12,0.0253164556962
0.57,0.48,4,161,3,0,0,0,3,1,644,1,217.270965956,12,0.0248447204969
0.63,0.78,4,160,2,0,0,0,7,2,640,2,205.756122191,8,0.025
0.95,0.51,3,254,4,0,0,0,2,1,762,1,1788.99082569,12,0.011811023622
0.51,0.86,3,182,10,0,0,0,4,0,546,0,45.0880859958,30,0.0164835164835
0.7,0.84,4,184,3,0,0,0,4,1,736,1,34000.0,12,0.0217391304348
0.67,0.91,2,245,2,1,0,1,4,1,490,2,14.61783551,4,0.00816326530612
0.76,0.82,4,172,3,1,0,0,4,1,688,1,523.186682521,12,0.0232558139535
0.82,0.76,3,174,3,0,0,0,4,1,522,1,42.4737456243,9,0.0172413793103
0.45,0.54,2,142,3,0,1,0,0,1,284,1,7.32227081292,6,0.0140845070423
0.99,0.94,5,151,3,0,0,0,7,1,755,1,2939.43870015,15,0.0331125827815
0.69,0.75,3,253,3,0,0,0,9,2,759,2,1875.6936737,9,0.0118577075099
0.7,0.73,4,240,2,1,0,0,2,1,960,1,15.9289381957,8,0.0166666666667
0.75,0.84,3,145,3,1,0,0,3,0,435,0,10.1229797425,9,0.0206896551724
0.73,1.0,5,230,5,0,1,0,4,0,1150,0,9.76066620778,25,0.0217391304348
0.09,0.87,6,266,4,0,1,0,3,1,1596,1,1.45006585161,24,0.0225563909774
0.77,0.83,3,204,3,0,0,0,3,0,612,0,129.291453616,9,0.0147058823529
0.52,0.59,6,104,4,0,0,0,7,1,624,1,137.855976782,24,0.0576923076923
0.54,0.74,4,164,2,0,1,0,4,0,656,0,288.930581614,8,0.0243902439024
0.11,0.92,6,260,4,0,1,0,3,0,1560,0,1.60738644756,24,0.0230769230769
0.41,0.57,2,154,3,0,1,0,6,1,308,1,7.95522505952,6,0.012987012987
0.75,0.96,3,252,3,0,0,0,2,1,756,1,2397.26027397,9,0.0119047619048
0.82,0.69,5,219,3,0,0,0,6,1,1095,1,13.586449383,15,0.0228310502283
0.45,0.46,2,142,3,0,1,0,3,1,284,1,7.32227081292,6,0.0140845070423
0.89,0.76,3,251,2,1,0,0,4,0,753,0,1637.78162912,6,0.0119521912351
0.37,0.48,2,160,3,0,1,0,3,0,320,0,8.18976339355,6,0.0125
0.71,0.76,3,175,2,0,0,0,4,1,525,1,41.0889780618,6,0.0171428571429
0.22,0.96,3,213,3,0,0,0,3,2,639,2,150.59869152,9,0.0140845070423
0.5,0.82,2,286,6,0,0,0,4,1,572,1,60.8519269777,12,0.00699300699301
0.09,0.8,6,304,4,0,1,0,2,0,1824,0,0.909071196121,24,0.0197368421053
0.99,0.75,4,208,2,0,0,0,3,1,832,1,187.558906692,8,0.0192307692308
0.63,0.86,4,169,2,0,0,0,4,2,676,2,580.071174377,8,0.0236686390533
0.09,0.89,6,282,4,0,1,0,3,0,1692,0,1.17536689779,24,0.0212765957447
0.77,1.0,4,255,5,0,1,0,8,1,1020,1,20.901726459,20,0.0156862745098
0.18,0.54,4,165,3,0,0,0,2,1,660,1,247.795044099,12,0.0242424242424
0.94,0.82,4,159,2,1,0,0,3,0,636,0,112.138728324,8,0.0251572327044
0.81,0.83,3,177,2,0,0,0,4,1,531,1,46.1675806657,6,0.0169491525424
0.73,0.94,4,262,3,0,0,0,3,0,1048,0,17.0004520351,12,0.0152671755725
1.0,0.79,5,152,4,0,0,0,0,1,760,1,2079.002079,20,0.0328947368421
0.41,0.47,2,143,3,1,1,0,2,0,286,0,3.5923566879,6,0.013986013986
0.78,0.51,4,278,3,0,0,0,9,1,1112,1,12.1344331584,12,0.0143884892086
0.83,0.98,4,259,5,0,1,0,3,1,1036,1,19.4164456233,20,0.015444015444
0.11,0.83,6,295,4,0,1,0,3,1,1770,1,1.0242857222,24,0.0203389830508
0.82,0.52,5,225,2,0,0,0,1,2,1125,2,11.6058845661,10,0.0222222222222
0.73,1.0,4,252,5,0,1,0,2,1,1008,1,22.2245060507,20,0.015873015873
0.97,0.82,4,176,2,0,0,0,4,0,704,0,3146.96485623,8,0.0227272727273
0.11,0.84,6,251,4,0,1,0,2,1,1506,1,1.83857022179,24,0.0239043824701
0.44,0.54,2,149,3,0,1,0,0,0,298,0,7.75185452353,6,0.0134228187919
0.09,0.83,6,282,4,0,1,0,2,1,1692,1,1.17536689779,24,0.0212765957447
0.64,0.78,4,159,4,0,0,0,9,1,636,1,189.595375723,16,0.0251572327044
0.46,0.57,2,152,3,0,1,0,3,0,304,0,8.08300023252,6,0.0131578947368
0.94,0.46,2,230,2,1,0,0,3,0,460,0,13.4048257373,4,0.00869565217391
0.48,0.7,3,213,10,0,0,0,4,1,639,1,182.69349463,30,0.0140845070423
0.43,0.71,3,186,2,0,0,0,1,1,558,1,48.902263867,6,0.0161290322581
0.6,0.54,3,265,3,1,0,0,4,1,795,1,183.612577462,9,0.011320754717
0.45,0.57,2,149,3,0,1,0,5,0,298,0,7.80568684661,6,0.0134228187919
0.45,0.55,2,151,3,0,1,0,6,1,302,1,7.9526133933,6,0.0132450331126
0.89,0.87,5,255,5,0,1,0,8,1,1275,1,6.33979276593,25,0.0196078431373
0.89,0.73,3,274,2,0,0,0,4,1,822,1,218.497109827,6,0.0109489051095
0.56,0.77,5,238,4,0,0,0,2,1,1190,1,7.34041652158,20,0.0210084033613
0.65,0.83,4,251,2,0,0,0,2,1,1004,1,21.8178933171,8,0.0159362549801
0.97,0.63,3,133,3,0,0,0,0,0,399,0,18.0898247032,9,0.0225563909774
0.73,0.94,3,177,3,0,0,0,2,0,531,0,44.1270246142,9,0.0169491525424
1.0,0.99,4,184,4,0,0,0,3,0,736,0,40000.0,16,0.0217391304348
0.63,0.91,4,246,3,0,0,0,2,1,984,1,25.0668963184,12,0.0162601626016
0.38,0.5,2,144,3,0,1,0,6,1,288,1,7.0957723594,6,0.0138888888889
0.9,1.0,4,229,5,0,1,0,4,0,916,0,54.3322848156,20,0.0174672489083
0.09,0.85,6,289,4,0,1,0,0,2,1734,2,1.07918013992,24,0.0207612456747
0.57,0.62,5,141,3,0,0,0,1,1,705,1,2720.97053726,15,0.0354609929078
0.66,0.72,4,223,4,0,0,0,6,0,892,0,62.47647723,16,0.0179372197309
0.37,0.51,2,155,3,0,1,0,4,0,310,0,7.80351101036,6,0.0129032258065
0.79,0.89,3,104,4,0,0,0,2,0,312,0,10.293863937,12,0.0288461538462
0.21,0.85,5,153,3,0,0,0,0,0,765,0,932.922127988,15,0.0326797385621
0.62,0.49,3,172,3,0,0,0,4,1,516,1,35.7064139299,9,0.0174418604651
0.99,0.52,4,205,2,0,0,0,3,0,820,0,240.280125574,8,0.019512195122
0.85,0.7,3,188,2,0,0,0,3,0,564,0,67.9497539117,6,0.0159574468085
0.56,0.9,3,235,2,0,0,0,2,1,705,1,2703.63951473,6,0.0127659574468
0.53,0.92,3,207,4,1,0,0,4,0,621,0,65.5807972568,12,0.0144927536232
0.86,0.73,3,159,3,0,0,0,0,1,477,1,29.2890323597,9,0.0188679245283
0.49,0.66,3,163,3,0,0,0,4,1,489,1,25.8676064652,9,0.0184049079755
0.97,0.95,4,173,2,0,0,0,2,0,692,0,1437.95620438,8,0.0231213872832
0.97,0.57,4,150,2,0,0,0,6,1,600,1,118.375195289,8,0.0266666666667
0.1,0.94,6,287,4,0,1,0,2,1,1722,1,1.11556209117,24,0.0209059233449
0.9,0.55,4,211,3,0,0,0,1,1,844,1,143.656434296,12,0.0189573459716
0.8,0.5,3,219,3,0,0,0,4,0,657,0,347.155255545,9,0.013698630137
0.74,0.67,5,216,3,0,0,0,4,0,1080,0,14.1231473515,15,0.0231481481481
0.4,0.46,2,155,3,0,1,0,3,1,310,1,7.9743908135,6,0.0129032258065
0.6,0.98,3,262,2,0,0,0,1,0,786,0,492.307692308,6,0.0114503816794
0.94,0.8,4,238,3,1,0,0,9,1,952,1,19.5053287754,12,0.0168067226891
0.74,0.74,2,254,3,0,0,0,7,0,508,0,35.6250767782,6,0.00787401574803
0.82,0.49,4,180,2,0,0,0,8,0,720,0,22195.1219512,8,0.0222222222222
0.77,0.59,5,189,5,0,0,0,2,0,945,0,37.936429689,25,0.026455026455
0.89,0.5,2,238,4,0,0,0,8,0,476,0,29.5266364631,8,0.00840336134454
0.54,0.95,4,256,3,0,0,0,3,0,1024,0,17.6958610071,12,0.015625
0.09,0.95,6,260,4,1,1,0,2,0,1560,0,0.789212264793,24,0.0230769230769
0.92,0.68,5,177,4,0,0,0,3,1,885,1,78.89222172,20,0.0282485875706
0.83,0.77,3,228,3,0,0,0,4,1,684,1,903.257650543,9,0.0131578947368
0.51,0.5,5,251,3,1,0,0,4,0,1255,0,2.7288137431,15,0.0199203187251
0.57,0.95,4,176,3,0,0,0,2,2,704,2,2507.98722045,12,0.0227272727273
0.88,0.83,4,163,3,0,0,0,0,0,652,0,317.032040472,12,0.0245398773006
0.63,0.65,3,190,10,0,0,0,4,1,570,1,64.4727474092,30,0.0157894736842
0.35,0.59,3,281,2,0,0,0,2,1,843,1,103.870123875,6,0.0106761565836
